date,headline,description,content,url,source,published_at,sentiment,sentiment_score,positive_confidence,negative_confidence,neutral_confidence,stock_movement,volume,price_change,market_cap,company,query
2025-05-14,Netflix subscriber growth exceeds expectations,Netflix subscriber growth exceeds expectations according to Motley Fool analysis.,Netflix subscriber growth exceeds expectations. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://motleyfool.com/article/16397,Motley Fool,2025-05-14T13:23:50Z,positive,0.8741658763226112,0.7131383801666008,0.20827088691090698,0.07859073292249215,flat,14099507,-0.041329367504313486,669688066195.1223,Advanced Micro Devices,NFLX
2025-06-11,"AMD beats earnings estimates, stock rallies","AMD beats earnings estimates, stock rallies according to Yahoo Finance analysis.","AMD beats earnings estimates, stock rallies. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://yahoofinance.com/article/35279,Yahoo Finance,2025-06-11T13:23:50Z,positive,0.8847745819554014,0.6614952668076179,0.2365113750696306,0.10199335812275136,flat,9221252,0.10258007003754258,373016734274.7084,Walmart Inc.,GOOGL
2025-05-31,"Amazon misses revenue targets, shares decline","Amazon misses revenue targets, shares decline according to Investor's Business Daily analysis.","Amazon misses revenue targets, shares decline. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://investor'sbusinessdaily.com/article/23975,Investor's Business Daily,2025-05-31T13:23:50Z,negative,0.3211739990781124,0.20752539073025217,0.7464675908231742,0.046007018446573726,down,45690216,-0.10232754969919393,1220840073805.805,Verizon Communications,AAPL
2025-05-02,NVIDIA announces new chip architecture,NVIDIA announces new chip architecture according to TheStreet analysis.,NVIDIA announces new chip architecture. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://thestreet.com/article/51800,TheStreet,2025-05-02T13:23:50Z,neutral,0.3608862867840506,0.2225601771594184,0.22254142035513322,0.5548984024854484,flat,27133385,-0.06841508216141069,1519037126573.5095,Netflix Inc.,GOOGL
2025-06-28,Meta Platforms updates privacy policy,Meta Platforms updates privacy policy according to Barron's analysis.,Meta Platforms updates privacy policy. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://barron's.com/article/76707,Barron's,2025-06-28T13:23:50Z,neutral,0.6219312360033233,0.21542713797625762,0.28977515303338275,0.4947977089903596,flat,16433222,-0.12407261677123604,474331834313.4594,Meta Platforms,NVDA
2025-06-23,Bank of America reports losses in trading division,Bank of America reports losses in trading division according to Barron's analysis.,Bank of America reports losses in trading division. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://barron's.com/article/28322,Barron's,2025-06-23T13:23:50Z,negative,0.29836051259665186,0.1814554017483918,0.6883639791865666,0.1301806190650417,down,47389268,-0.07304098126672566,1308695028346.6748,Advanced Micro Devices,TSLA
2025-07-06,NVIDIA announces new chip architecture,NVIDIA announces new chip architecture according to TheStreet analysis.,NVIDIA announces new chip architecture. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://thestreet.com/article/81707,TheStreet,2025-07-06T13:23:50Z,neutral,0.38422873546638,0.2422140749258729,0.25779789292039157,0.4999880321537355,flat,30489478,0.05512623167311276,1090665950993.1387,Microsoft Corporation,MSFT
2025-06-03,Bank of America reports losses in trading division,Bank of America reports losses in trading division according to Bloomberg analysis.,Bank of America reports losses in trading division. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://bloomberg.com/article/75633,Bloomberg,2025-06-03T13:23:50Z,negative,0.21306146520279384,0.06978002441290267,0.7756730725260986,0.1545469030609987,flat,41907604,-0.10771211174346922,1328711641096.3293,Walmart Inc.,NVDA
2025-06-28,Bank of America reports losses in trading division,Bank of America reports losses in trading division according to Wall Street Journal analysis.,Bank of America reports losses in trading division. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://wallstreetjournal.com/article/84905,Wall Street Journal,2025-06-28T13:23:50Z,negative,0.06868193176456569,0.1342115735884202,0.7409518764304699,0.12483654998110998,down,22825215,0.08819691491040182,995014604699.0616,Verizon Communications,META
2025-07-02,Verizon stock drops on subscriber losses,Verizon stock drops on subscriber losses according to Seeking Alpha analysis.,Verizon stock drops on subscriber losses. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://seekingalpha.com/article/39118,Seeking Alpha,2025-07-02T13:23:50Z,negative,0.11146438224521377,0.17172162547807132,0.6576608742865637,0.17061750023536487,down,19988954,0.13399138625988213,1120804334491.4487,Advanced Micro Devices,MSFT
2025-05-22,"Tesla beats quarterly expectations, stock rallies 15%","Tesla beats quarterly expectations, stock rallies 15% according to CNBC analysis.","Tesla beats quarterly expectations, stock rallies 15%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://cnbc.com/article/12551,CNBC,2025-05-22T13:23:50Z,positive,0.8116105393858143,0.7480014538182299,0.07096738806627693,0.1810311581154933,flat,42245272,-0.030785582854405052,187722535978.6159,Meta Platforms,AMZN
2025-05-21,JPMorgan Chase faces regulatory fines,JPMorgan Chase faces regulatory fines according to Benzinga analysis.,JPMorgan Chase faces regulatory fines. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://benzinga.com/article/94742,Benzinga,2025-05-21T13:23:50Z,negative,0.24037472526509113,0.18045830709730534,0.6189048569258961,0.20063683597679843,down,8640167,0.006057156975466327,895758277700.1138,Microsoft Corporation,NVDA
2025-07-26,Tesla announces new factory location,Tesla announces new factory location according to Zacks analysis.,Tesla announces new factory location. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://zacks.com/article/65661,Zacks,2025-07-26T13:23:50Z,neutral,0.40065626200330584,0.29233388871653937,0.3099977687234232,0.39766834256003736,down,19546183,0.1181969130023611,1308930812097.5989,Netflix Inc.,NFLX
2025-06-01,JPMorgan Chase announces restructuring,JPMorgan Chase announces restructuring according to Wall Street Journal analysis.,JPMorgan Chase announces restructuring. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://wallstreetjournal.com/article/19752,Wall Street Journal,2025-06-01T13:23:50Z,neutral,0.5015620320729914,0.2867091384229041,0.20663897570417544,0.5066518858729204,down,28640477,0.04040138197618243,332743835696.27423,Alphabet Inc.,TSLA
2025-05-31,Verizon stock drops on subscriber losses,Verizon stock drops on subscriber losses according to Benzinga analysis.,Verizon stock drops on subscriber losses. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://benzinga.com/article/97489,Benzinga,2025-05-31T13:23:50Z,negative,0.07382197539290886,0.1827470862935793,0.6109188824032131,0.20633403130320754,flat,29190067,0.12546239988683258,222386142192.59726,Meta Platforms,META
2025-06-27,JPMorgan Chase faces regulatory fines,JPMorgan Chase faces regulatory fines according to Yahoo Finance analysis.,JPMorgan Chase faces regulatory fines. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://yahoofinance.com/article/28099,Yahoo Finance,2025-06-27T13:23:50Z,negative,0.19826373417508997,0.21544203868923598,0.6998873145776433,0.0846706467331207,down,39178068,-0.11611703747664792,175271756195.8305,Tesla Inc.,MSFT
2025-06-25,Oracle posts better-than-expected earnings,Oracle posts better-than-expected earnings according to Reuters analysis.,Oracle posts better-than-expected earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://reuters.com/article/37516,Reuters,2025-06-25T13:23:50Z,positive,0.8341332256447097,0.6680454819864649,0.1512733066330592,0.18068121138047585,up,41032875,-0.008613849780550631,1958230771092.294,Verizon Communications,NVDA
2025-05-24,"Tesla beats quarterly expectations, stock rallies 15%","Tesla beats quarterly expectations, stock rallies 15% according to MarketWatch analysis.","Tesla beats quarterly expectations, stock rallies 15%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://marketwatch.com/article/65077,MarketWatch,2025-05-24T13:23:50Z,positive,0.6708923444487217,0.6733046965945361,0.22821108832107204,0.09848421508439188,up,39294471,-0.12819873851699512,155078945890.9699,Oracle Corporation,META
2025-05-09,"Tesla beats quarterly expectations, stock rallies 15%","Tesla beats quarterly expectations, stock rallies 15% according to CNBC analysis.","Tesla beats quarterly expectations, stock rallies 15%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://cnbc.com/article/96661,CNBC,2025-05-09T13:23:50Z,positive,0.7724919028278353,0.7166576917524551,0.1997504912626446,0.08359181698490044,flat,46187464,0.0865342029759896,1330304822048.5144,Apple Inc.,TSLA
2025-07-05,"Microsoft reports record profits, shares jump 8%","Microsoft reports record profits, shares jump 8% according to Barron's analysis.","Microsoft reports record profits, shares jump 8%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://barron's.com/article/79785,Barron's,2025-07-05T13:23:50Z,positive,0.7881074813605778,0.7506856829592876,0.13917941084450736,0.11013490619620485,up,35575901,0.09070629874777925,958661056143.5991,Adobe Inc.,NFLX
